id,establishment_name,category,system_of_medicine,address,district,certificate_number,certificate_validity,latitude,longitude,email,phone,num_beds,land_area_sqft,building_area_sqft,page_number
752,Sapna Dental Care,Dental Lab or Clinic,Allopathy,"2nd Floor, No. 10-L-M, Dr Rajkumar Road, Rajajinagar, Bengaluru-560010",BENGALURU,BLU04418ALDEN,29 Mar 2028,12.98504,77.56030,drsapnadv@gmail.com,9448110601,0,Buliding Area(sq.ft):,0,9
753,Ritti Clinical Laboratory,Medical Diagnostic Laboratory,Allopathy,"at po- Basaveshwar Nagar.2nd Cross, Haveri 581110",HAVERI,HVR00257ALMDL,06 Jan 2027,14.79,79.39,malateshrittilab737@gamil.com,9986131737,0,300,269,7
754,SRI RAGHAVENDRA HEALTH CARE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Obanna complex,S R road",,CTR00129ALCDS,29 Aug 2026,14.3134,76.6528,nnlr1990@gmail.com,9949177991,0,Buliding Area(sq.ft):,,8
755,G.S.R Multispeciality Hospital,Hospital (Level 2),Allopathy,"Gavimath Road, Koppal.",KOPPAL,KPL00194ALHL2,01 Jun 2028,15.340477,76.158266,Phone:,9060896550,60,Buliding Area(sq.ft):,,6
756,BAGALKOT HOSPITAL,Hospital (Level 1A),Allopathy,JUNIPETH KUMBAR ONI RAMDURG TQ RAMDURG,,BLG02698ALH1A,09 Jan 2030,15.94497,77.29639,sushmitadwd@gmail.com,7795865046,10,247,62,9
757,AYUSH CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"9-50/81 WARD NO 11 SHAHAPUR TQ,SHAHAPUR DT,YADAGIR",,YDR00279AYCOC,19 Nov 2026,16.6957,76.8432,Sharan.dr4u@gmail.com,8660312759,0,400,200,7
758,Dr THAMMAIAH HOSPITAL,Hospital (Level 2),Allopathy,"BELAGUMBA ROAD, KUVEMPU NAGARA, TUMAKURU DISTRICT-572103.",TUMAKURU,TMK00240ALHL2,26 Sep 2026,13.34247,77.11933,sandesh_thammaiah@gmail.com,9880430269,20,2850,4800,8
759,CREATIONS DENTAL CLINIC,Dental Lab or Clinic,Allopathy,"3RD FLOOR, V.K.PARADISE NEAR SANSKRITH COLLEGE MARUTHI VEETHIKA, UDUPI",UDUPI,UDP00963ALDEN,08 Mar 2028,13.34150,74.74903,puneethsurps@gmail.com,9886441384,0,513,740,9
760,NEW ARK MISSION OF INDIA OF HOPE,Hospital (Level 2),Allopathy,"NO.5TH CROSS, KRC ROAD, DODDAGUBBI VILLAGE, BANGALORE-560077.",BANGALORE,BLU03174ALHL2,16 Mar 2027,13.0715,77.6742,raja@newarkmission.org,7829270140,29,Buliding Area(sq.ft):,,6
761,DAR AL SHIFA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"SHOP NO.A32, GROUND FLOOR, MUSLIM HOSTEL COMPLEX, CHETHANA HOTEL ROAD, BESIDE BULLET SHOWROOM P.J. EXTENSION, DAVANGERE",,DVG00319ALCOC,19 Jun 2027,14.46155,75.91985,drzameerullat@gmail.com,9901924855,0,360,,7
762,Dr Pauls Dental Health Care,Dental Lab or Clinic,Allopathy,"#320, 8th Main Road, 4th Cross Road, HAL 3rd Stage, New Thippasandra, Bengaluru, 560075",BENGALURU,BLU03323ALDEN,27 Apr 2027,12.56,77.45,drpaulosesaji@yahoo.co.in,9886109466,0,Buliding Area(sq.ft):,,6
763,Shree Bhaargavi Poly Clinic,Clinic/Polyclinic with Dispensary,Allopathy,"Near Bus Stand, Lakshmipura Village, Srinivasapura Taluk.",,KLR00209ALCWD,03 Mar 2028,13.34,78.212,Harishgowda4488@gmail.com,9740832955,0,Buliding Area(sq.ft):,,9
764,Sattva Fertility,Clinic/Polyclinic with Diagnostic Support,Allopathy,"#582, Indiranagar 1st Stage, Behind ICICI Bank",,BLU02341ALCDS,12 Sep 2026,12.58,77.38,info@sattvafertility.com,9351366166,0,1500,1300,7
765,MALNAD HOSPITAL AND INSTITUTE OF ONCOLOGY,Hospital (Level 3)(Non-Teaching with Super Specialty Services),Allopathy,"9th MILE STONE, B.H.ROAD,OPP,BIDARE BUS STOP,NIDIGE POST, SHIMOGA",BIDAR,SMG00069ALHL3,25 Oct 2026,12.9721,77.5933,mhio.hcg@gmail.com,9686695757,56,236000,24000,8
766,BASAV HOSPITAL,Clinic/Polyclinic Only Consultation,Homeopathy,"C/O 10-178, SUBHASH CHOWK BRAHMPUR KALABURAGI-585103",KALABURAGI,GLB00506HOCOC,27 Mar 2027,17.26,76.31,guruswamyhiremath454@gmail.com,7676160036,0,850,751,6
767,KANDAGAL NISHKA ORTHOPAEDIC CENTER,Clinic/Polyclinic with Diagnostic Support,Allopathy,"DOOR NO 179/1-2, 1ST FLOOR, 3RD MAIN ROAD, P J EXTENSION, DAVANGERE - 577002",,DVG00422ALCDS,15 Dec 2027,14.46004,75.91811,drvishu_ortho@yahoo.co.in,9008231842,0,2100,990,9
768,BADORE CLINIC,Clinic/Polyclinic with Dispensary,Homeopathy,"#3543/A/11/1B ,Risaldar galli,shaniwar khoot belgaum",BELGAUM,BLG00633HOCWD,07 Mar 2027,15.8622852,74.5128201,dr.mahaveerbadore@gmail.com,8197544810,0,101,101,7
769,S M U Life Care,Clinic/Polyclinic Only Consultation,Ayurveda,"Azad Nagar, 3rd Cross, Near Fish Market, Sagara Tq.",,SMG00275AYCOC,19 Sep 2027,14.164066,75.042236,smulifecare@gmail.com,9740164191,0,Buliding Area(sq.ft):,,6
770,MALLIKARJUNASWAMY CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,OPPOSITE POLICE STATION YAGATI KADUR TALUK,,CKM00221AYCWD,05 Dec 2027,13.612578,76.147681,vishwanatha79@gmail.com,9448449568,0,Buliding Area(sq.ft):,,9
771,M/s. Raghu Speciality Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"No. 962, Nagasandra Main Road, HMT Layout, Nagasandra, Bangalore- 560073",BANGALORE,BLU02276ALCOC,26 Aug 2026,12.02365,77.13652,raghubmcri@gmail.com,7795368664,0,0,0,8
772,surabhi hospital,Clinic/Polyclinic with Observation,Allopathy,"3 main, 2 cross, mcc b block",,DVG00306ALCWO,02 Jun 2027,14.456285,75.913518,samusan1990@gmail.com,9844324716,0,Buliding Area(sq.ft):,,7
773,SHREE SAI DIAGNOSTIC SCANINNG CENTRE,Diagnostic Imaging Centre,Allopathy,"GROUND FLOOR, AL-HABIB COMPLEX, H.NO. 184 AND 185 ONE WAY RAILWAY STATION KALABURAGI-585102",KALABURAGI,GLB00488ALDIC,13 Mar 2027,17.26,76.29,drabhijul21@gmail.com,7676160036,0,1000,980,6
774,AYANA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO 278, GROUND FLOOR, 13A CROSS, 15TH MAIN ROAD, BEHIND SBI BANK, F BLOCK, SAHAKA NAGAR, BANGALORE-560092",BANGALORE,BLU04203ALCOC,01 Feb 2028,13.06,77.58,neurosunil@gmail.com,7411223671,0,Buliding Area(sq.ft):,,9
775,J C CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"REDDY PALYA, HAL POST, NELLUPURA MAIN ROAD,BANGALORE-560017",BANGALORE,BLU02057AYCOC,05 Jul 2026,12.95,77.64,abhishekmani88@gmail.com,7259303977,0,Buliding Area(sq.ft):,,8
776,KARTHIK SCANNING CENTRE,Diagnostic Imaging Centre,Allopathy,SHET BUILDING MAIN ROAD,,UDP00447ALDIC,28 Nov 2026,13.62649,74.69073,Phone:,0,0,Buliding Area(sq.ft):,,7
777,SUMUKHA NUFACE CLINIC,Dental Lab or Clinic,Allopathy,"SAMPIGE ROAD 9TH CROSS K R PURAM, HASSAN",HASSAN,HSN00225ALDEN,19 Aug 2027,13.009,76.102,Lovingjain15@yahoo.com,9972643973,0,Buliding Area(sq.ft):,,6
778,BENGALURU HOSPITAL,Hospital (Level 1B),Allopathy,OPP HASNAPUR CAMP DIVALAGUDDA TQ SHORAPUR DIST YADGIR,YADGIR,YDR00531ALH1B,16 Sep 2027,16.532789,76.782353,drszama@gmail.com,9886939750,30,1600,1600,9
779,SRI GIRI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"NO 104, OPP NARAYANA SCHOOL, 3RD MAIN, NEAR GANESHA TEMPLE, HOYSALA NAGAR, R.M NAGAR, BANGALORE-560016",BANGALORE,BLU02054AYCOC,05 Jul 2026,12.95,77.64,skalasrini@gmail.com,9902585755,0,Buliding Area(sq.ft):,,8
780,DR. KARIGOUDAR DIAGNOSTICLABORATORY,Medical Diagnostic Laboratory,Allopathy,"Godbolemala, Tajboudi Road",,BIJ00364ALMDL,22 Jan 2027,16.8283370,75.71004492,dearmaheshk@gmail.com,9448383604,0,2700,,7
781,Sudha Clinic,Clinic/Polyclinic with Dispensary,Allopathy,"Sudha Clinic, Saligrama Main Road, Saligrama - 576225, Udupi District",UDUPI,UDP00858ALCWD,22 Sep 2027,13.499943,74.70968,dr.pc.sudhakar@gmail.com,9483924348,0,160,160,9
782,ANUGRAHA EYE HOSPITAL,Hospital (Level 2),Allopathy,BEHIND CENTRAL BUS STAND NAVABAG MAIN ROAD VIJAYAPUR,,BIJ00212ALHL2,12 Jul 2026,16.824377,75.712382,anugraha.eyehospital@gmail.com,9448169739,20,2400,4800,8
783,SKIN CURE,Clinic/Polyclinic with Observation,Allopathy,"No.1051, Dr Floor, 3rd Floor, Vijaya Bank Layout, Billekalli, B G Road, Bengaluru-560076",BENGALURU,BLU03231ALCWO,29 Mar 2027,12.8958,77.6058,ashishshettyb@gmail.com,9986681582,0,Buliding Area(sq.ft):,,6
784,RAKSHA HOSPITAL,Hospital (Level 1B),Allopathy,"# 1057/1058, KAIVALYA MARGA, SIDDARTHA NAGAR, MYSURU - 570011",MYSURU,MYS00298ALH1B,10 Jan 2027,12.30,76.70,rakshamanjunath23@gmail.com,9538779109,10,Buliding Area(sq.ft):,,7
785,ANNA CLINIC,Clinic/Polyclinic Only Consultation,Homeopathy,"#1-574/1, OLD BUS STAND ROAD, STATION ROAD, KALABURAGI-585102",KALABURAGI,GLB00589HOCOC,14 Jul 2027,17.21,76.37,hiroliritu17@gmail.com,7676160036,0,450,445,9
786,GEETHA NURSING HOME,Hospital (Level 2),Allopathy,G K M Complex B H Road Tiptur Taluk Tumkur District 572201.,,TMK00361ALHL2,11 May 2027,13.26000,76.47228,geethanagaraj.doctor@gmail.com,8095492396,25,Buliding Area(sq.ft):,,6
787,ASHA DIAGNOSTIC CENTRE,Diagnostic Imaging Centre,Allopathy,"CTS NO.1300 FIRST FLOOR RAMLINGKHIND ROAD, TILAK CHOWK BELAGAVI TQ/DT.BELAGAVI-590001",BELAGAVI,BLG00470ALDIC,01 Nov 2026,15.8561401,74.5106789,rupalitoparani@gmail.com,9731574335,0,430,430,7
788,VIGNESH DENTAL,Dental Lab or Clinic,Allopathy,LAKSHMI ARCADE HESARAGHATTA MAIN ROAD T DASARAHALLI BANGALORE 560073,BANGALORE,BLU05453ALDEN,11 Sep 2028,13.01749,77.54837,nayanabhaskar02@gmail.com,9449584428,0,900,900,9
789,BASAVACHETAN MATERNITY AND FERTILITY CENTRE,Hospital (Level 1B),Allopathy,"OPPOSITE AIWAN-E-SHAHI GUEST HOUSE, PDA ENG. COLLEGE ROAD, KALABURAGI",KALABURAGI,GLB00270ALH1B,12 Jul 2026,17.1903,76.4957,HEMSAN94@YAHOO.COM,9845279930,25,Buliding Area(sq.ft):,,8
790,DHANAVANTRI SURGICAL NURSING HOME,Hospital (Level 1B),Allopathy,OPP MARATHI VIDAYALAYA MANAGULI ROAD VIJAYAPUR,,BIJ00627ALH1B,30 Dec 2027,16.82216,75.72076,rajeshtavase@gmail.com,9901665281,9,1800,1800,6
791,GUPTA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"# 112, 6TH MAIN, 4TH CROSS, VINAYAKA NAGAR, MYSORE - 570012",MYSORE,MYS00181ALCOC,29 Nov 2026,12.31,76.63,drjagveergupta@gmail.com,9880177263,0,Buliding Area(sq.ft):,,7
792,OSMAN EYE HOSPITAL,Hospital (Level 2),Allopathy,"5-993/48/19, HAGARGA CROSS, RING ROAD, KALBURAGI",,GLB00596ALHL2,21 Jul 2027,17.3484582,76.85994051,msosman972@gmail.com,8880644355,3,Buliding Area(sq.ft):,,9
793,SRI CHOWDESHWARI HEALTH CENTER,Clinic/Polyclinic with Observation,Allopathy,SUNKU ASHWATHNARAYANA LAYOUT NEAR INDIAN OVERSIS BANK,,KLR00029ALCWO,07 Aug 2026,13.1665,78.3983,drsavithrimanu@gmail.com,9886685921,0,1200,1200,8
794,DEEPAK NURSING HOME,Hospital (Level 1A),Allopathy,No 57 Kuvempu nagar Dasarahosahalli KFG Bangarpet Main Road,,KLR00134ALH1A,28 Feb 2027,12.9919,78.2241,saraswathichinnu65@gmail.com,9611256241,7,Buliding Area(sq.ft):,,7
795,SPARSHA HEALTH CARE HOSPITAL,Hospital (Level 1A),Allopathy,"PUJARI GATE BHAVANI NAGAR, NEAR HUMNABAD RING ROAD, KALABURAGI-585104",KALABURAGI,GLB00142ALH1A,03 Feb 2026,17.3629114,76.83608,bujurkeashok@gmail.com,9945201919,10,Buliding Area(sq.ft):,,6
796,SHREE CLINICAL LABORATORY,Medical Diagnostic Laboratory,Allopathy,"SURVEY NO. B-14, B BLOCK, SOG COLONY, DAVANAGERE",DAVANAGERE,DVG00405ALMDL,28 Nov 2027,14.4204916,75.94131184,shreelabdvg@gmail.com,9900268509,0,300,300,9
797,Rani clinic,Clinic/Polyclinic Only Consultation,Allopathy,No 170 Machanahalli road Bhuvaneshwari Nagar attibele Anekal,,BLU02737ALCOC,09 Dec 2026,12.7768,77.7688,reshu2747@gmail.com,9743435363,0,1200,900,8
798,RAMDURG DIAGNOSTIC CENTRE,Medical Diagnostic Laboratory,Allopathy,"NEAR GOVT HOSPITAL ,OPP TO IBRAHIM PROVISION STORE, UPSIDE OF MUTHOOT FIANANCE PATTANSHETTI BUILDING RAMDURG",,BLG00491ALMDL,16 Nov 2026,15.9500,75.2975,ramdurgdiagnosticcentre@gmail.com,7899953784,0,Buliding Area(sq.ft):,,7
799,ASHWINI DIAGNOSTIC LABORATORY,Diagnostic Imaging Centre,Allopathy,WARD NO 21 DURGIGUDI 1st Parallel Road,,SMG00206ALDIC,28 Apr 2027,13.56.12.8,75.34.10.2,lnt51gopala2017@gmail.com,8710015358,0,1200,1000,6
800,SHIROL HEALTH CARE A MULTISPECIALITY HOSPITAL,Hospital (Level 1A),Allopathy,"SHIROL HEALTH CARE TAGORE ROAD, 1ST CROSS GADAG",GADAG,GDG00147ALH1A,04 Aug 2027,15.2346,75.7871,shshsank8778@gmail.com,9902037333,24,2816,2816,9
801,MEDAX HOSPITALS GOTTIGERE LLP,Hospital (Level 1B),Allopathy,"NO.33/1,AND 35/1,KALENA AGRAHARA,ARAKERE SUB DIVISION,BENGALORE-560076",,BLU02035ALH1B,27 Jun 2026,12.85,77.58,gottigere@medaxhospitals.com,9980937878,50,Buliding Area(sq.ft):,,8
802,H K HOSPITAL,Hospital (Level 1A),Allopathy,"#106/2, BENGALURU-MYSORE ROAD, NEAR RAINBOW BRIDGE, KENGERI, BENGALURU-560060",BENGALURU,BLU02919ALH1A,26 Jan 2027,12.9084,77.4765,Phone:,9900037486,30,3000,10000,7
803,SANJEEVINI NURSING HOME,Hospital (Level 1A),Allopathy,"87A, WARD22, BUS STAND ROAD",,KPL00098ALH1A,17 Sep 2027,15.25,76.31,faistar79@gmail.com,6363901642,30,Buliding Area(sq.ft):,,6
804,SUPRABATHA CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,Jathabettu Uppoor Udupi,UDUPI,UDP00874AYCWD,22 Sep 2027,13.4023578,74.7538304,uppurraghu64@gmail.com,9845633874,0,Buliding Area(sq.ft):,,9
805,NARAYANA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"Tejaswi Housing Society Building, Tejaswinagar, Dharwad-580002",DHARWAD,DWR00352AYCOC,28 Aug 2026,15.435580,75.009301,menakamakannavar@gmail.com,9380581891,0,Buliding Area(sq.ft):,,8
806,NAVODAYA HOSPITAL AND REGIONAL TRAUMA CARE CENTER,Hospital (Level 2),Allopathy,"DOOR NO 1997, VINAYAKA COMPLEX, M C C A BLOCK, DAVANGERE",,DVG00271ALHL2,11 Mar 2027,14.4644,75.9218,tilaknk@gmail.com,9901332242,40,Buliding Area(sq.ft):,,7
807,Sujatha Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"Shop No.6, SAS No.547,Ground Floor, KCMS Complex, Salgame Road , Hassan-573201",HASSAN,HSN00079ALCOC,01 Dec 2026,13.0033,76.1004,pradeepca51@gmail.com,9620025909,0,6000,5000,6
808,Kaira Ayurveda,AYUSH Therapy Centre,Ayurveda,"Aaiji Niwas, 24, SY no. 139, Ground Floor Gear School Road, Near AET Junction, Doddakannali Doddakannelli, Devarabisanahalli, Bellandur, Bengaluru, Ka",BENGALURU,BLU03824AYATC,30 Sep 2027,12.9159,77.6990,kairaayurveda2021@gmail.com,7760594624,0,2000,1800,9
809,Duha Clinic,Dental Lab or Clinic,Allopathy,"Rahamath nagar, kolar Taluk and District",KOLAR,KLR00095ALDEN,16 Feb 2027,13.177,78.202,wasimakrambs6186@gmail.com,7019505115,0,Buliding Area(sq.ft):,,8
810,HI TECH UNITY HOSPITAL,Hospital (Level 1A),Allopathy,"NO 18 , 12TH CROSS , NEAR MANI HOTEL , OLD GUDDADAHALLI , PADARAYANAPURA , BANGALORE- 560026",BANGALORE,BLU01486ALH1A,08 Feb 2026,12.13,77.15,Phone:,9148470109,8,Buliding Area(sq.ft):,,6
811,Mahalaxmi clinical Laboratory,Medical Diagnostic Laboratory,Allopathy,Ambedkar circle JAMKHANDI,,BGK00295ALMDL,28 Mar 2027,16.5058617,75.29292870,Phone:,9901409307,0,Buliding Area(sq.ft):,,7
812,UDOSHI HOSPITAL,Hospital (Level 1B),Allopathy,PLOT NO.291 SY NO.351 PRABHUDEV SWAMIJI ROAD RAMATIRTH NAGAR BELAGAVI TQ/DT.BELAGAVI-590016,BELAGAVI,BLG00725ALH1B,29 Jul 2027,15.8833537,74.5355314,drvarshaudoshi@gmail.com,9448055795,8,4000,2500,9
813,HKES S NIJALINGAPPA INSTITUTE OF DENTAL SCIENCES AND RESEARCH KALABURAGI,Hospital (Level 4)(Teaching),Allopathy,SEDAM ROAD KALABURAGI-585105,KALABURAGI,GLB00590ALHL4,14 Jul 2027,17.36,76.19,hkessnclcg@yahoo.com,9901176582,0,23303,20940,8
814,THE REHAB FOUNDATION REHABILITATION AND DE ADDICTION HALFWAY HOME,Hospital (Level 2),Allopathy,"#57/3, HOMMADEVANAHALLI, DINNEPALYA, BANNERGHATTA ROAD, BANGALORE-560083",BANGALORE,BLU01438ALHL2,04 Feb 2026,12.88,77.35,rakshafoundation123@gmail.com,9945034304,20,Buliding Area(sq.ft):,,6
815,SRI VINAYAKA HOSPITAL DAY CARE,Clinic/Polyclinic Only Consultation,Allopathy,Adarsha nagar 1st cross malur town kolar district,KOLAR,KLR00108ALCOC,28 Feb 2027,13.0001102,77.9377436,Vijaybiradar356@gmail.com,9916120155,0,1350,1100,7
816,Acharya Sushrutha Health Care Pvt Ltd,Hospital (Level 1B),Allopathy,"No. 53, 1St Floor, 1st Cross, ITI Layout, 80 Feet Road, Nagarabhavi 2nd Stage, Mallathahalli",,BLU03478ALH1B,22 Jun 2027,12.9719,77.5127,achsushruthahealthcare@gmail.com,9980934396,10,1400,1200,9
817,SRI MYLARA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"M.R.S Road, Talaguppa, Sagara Tq.",,SMG00058AYCOC,09 Jun 2026,14.173140,75.030938,pradeepkoti472@gmail.com,8310385157,0,Buliding Area(sq.ft):,,6
818,Narayana Multispeciality Clinic,Clinic/Polyclinic with Diagnostic Support,Allopathy,"#558/558/933, Ground Floor, Kuvempu Road, Shimoga",,SMG00075ALCDS,01 Nov 2026,13.94034,75.57442.,info.shimoga@narayanahealth.org,8884416899,0,3045,5997,7
819,kammachi clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"Anugraha complex, sringeri road, near durga parmeshwari temple, jayapura",,CKM00214AYCOC,27 Nov 2027,13.402316,75.371085,anchitranavada@gmail.com,9448617254,0,Buliding Area(sq.ft):,,9
820,POOJITHA DIAGNOSTIC CENTER & POLI CLINIC,Medical Diagnostic Laboratory,Allopathy,"NEAR KSRTC BUS STOP, BESIDE BENAKA BAZAR IJOOR ,RAMANAGARA",RAMANAGARA,RMG00040ALMDL,10 Oct 2026,12.715035,77.281296,POOJITHADIAGNSTI@GMAIL.COM,9972960320,0,1200,900,6
821,LOBOS MEDIHUB VALENCIA,Diagnostic Imaging Centre,Allopathy,"BELVUE APARTMENTS, OPP AXIS BANK, VALENCIA,",,DKA01119ALDIC,20 Jun 2027,12.7601,75.2099,rajeshlobo11@yahoo.com,9880530747,0,715,715,9
822,DENTAL CARE,Dental Lab or Clinic,Integrated System,CSI JYOTHI COMPLEX B.H.ROAD TUMAKURU,TUMAKURU,TMK00417ISDEN,01 Jun 2027,13.336269,77.119598,Phone:,9480540825,0,Buliding Area(sq.ft):,,8
823,Mantras Advanced Aesthetic Clinicare Pvt Ltd,Clinic/Polyclinic with Observation,Allopathy,"No 363, “Elegant Embassy”, 10th Main, Opp Cosmopolitan Club, 3rd Block, Jayanagar,",,BLU02846ALCWO,05 Jan 2027,12.93375,77.58558,madhu.arm1017@gmail.com,9652740980,0,1610,1960,7
824,SRI SAI RAM HOSPITAL,Hospital (Level 1A),Allopathy,"NO.1,SY,NO.13/5,HULIMAVU,BEGUR HOBLI,BENGALORE-560076",,BLU01409ALH1A,27 Jan 2026,12.87,77.63,srisairamhospitalhulimavu@gmail.com,9741783141,30,Buliding Area(sq.ft):,,6
825,JAGANNATHA HI TECH LAB,Medical Diagnostic Laboratory,Allopathy,"OLD BUS STAND , B.M ROAD , CHANNARAYAPATNA",,HSN00223ALMDL,19 Aug 2027,12.9035,76.3898,naveenkumarsm747@gmail.com,9663838456,0,858,858,9
826,AASARE NEURO SCIENCES AND ENT CARE CENTER,Clinic/Polyclinic Only Consultation,Allopathy,YATEEM KHANA COMPLEX OPP GESCOM BUILDING STATION ROAD GULBARGA-2 585102,,GLB00369ALCOC,19 Nov 2026,17.323474,76.831176,sateeshmelkundi@gmail.com,9886229211,0,Buliding Area(sq.ft):,,8
827,VISHWAS HI TECH DAIGNOSTIC CENTER,Medical Diagnostic Laboratory,Allopathy,"D NO 413/1, NIDHI, 8TH MAIN, 8TH CROSS, P J EXTENSION DAVANAGERE",DAVANAGERE,DVG00290ALMDL,30 Mar 2027,14.45994,75.95509,vishwasscientific@gmail.com,9900096349,0,1200,1150,7
828,Kashyap Orthopaedic and Womens Clinic,Clinic/Polyclinic with Diagnostic Support,Allopathy,"79/a, 22 cross, 19th main road, 2 block, Rajajinagar, Bangalore 560010",BANGALORE,BLU01403ALCDS,24 Jan 2026,12.59.49.7,77.33.05.0,kashyap.clinic@gmail.com,9739511777,0,Buliding Area(sq.ft):,,6
829,Akshaya Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"96, 98, Officers Model Colony, S M Road, T Dasarahalli, Bangalore 560057",BANGALORE,BLU03744AYCOC,18 Sep 2027,13.0506057,77.5118463,akssystopic@gmail.com,9945278559,0,1200,1100,9
830,VEMULA HEALTH CARE,Clinic/Polyclinic with Observation,Allopathy,"1718/44/E-40, Ajjampura shetru jeen layout, Near Ayyappa swamy Temple, KB extention",,DVG00377ALCWO,26 Sep 2027,14.45,75.92,VEMULAHEALTHCARE21@GMAIL.COM,7795761599,0,600,,8
835,PRERANA HEALTH CARE,Hospital (Level 1A),Allopathy,"NO.274/275, M K PUTTALINGAIAH ROAD, PADMANABHANAGAR, BANGALORE",BANGALORE,BLU03869ALH1A,11 Oct 2027,27.2046,77.4977,Phone:,9844069555,50,Buliding Area(sq.ft):,,9
836,MAGNA MULTISPECIALITY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,SHOP NO 2 KMS BUILDING NH 7 IN FRONT OF KMS KALYANA MANTAPA CHANDAPURA,,BLU03009ALCOC,11 Feb 2027,12.8016820,77.7064570,magnamultispecialityclinic@gmail.com,9844080603,0,Buliding Area(sq.ft):,,8
837,TARA HOSPITAL,Hospital (Level 1A),Allopathy,"146 P 148 P, KASBA BAZAR,GANAPATHI HIGH SCHOOL ROAD, MANGALORE",MANGALORE,DKA01199ALH1A,02 Sep 2027,12.8696434,74.84019313,Phone:,9980440177,48,Buliding Area(sq.ft):,,9
838,SIMONS DIAGNOSTICS LAB,Medical Diagnostic Laboratory,Allopathy,"SRK Complex , Opp. to Corporation Bank, O Daniel Road, Andersonpet, KGF",,KLR00137ALMDL,28 Feb 2027,12.9585,78.2710,simonsdiagnosticslab@gmail.com,8892924221,0,Buliding Area(sq.ft):,,8
839,PRACTO CARE SURGERIES,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Ground Floor, No. L-166, Sector 6, 5th Main Service Road, Outer Ring Road, HSR Layout, Bangalore - 550102",BANGALORE,BLU03180ALCDS,18 Mar 2027,,,,,,,,10
840,Dr Vatsala Kamath Clinic,Clinic/Polyclinic Only Consultation,Allopathy,G 7 city plaza KRR road Kodialbail,,DKA01076ALCOC,12 Jun 2027,12.8760,74.8434,vatsala123@yahoo.co.in,9880530508,0,153,230,9
841,Truptyayu Clinic,Clinic/Polyclinic with Dispensary,Ayurveda,Dattarama Sankeerna Near Bridge Pangala Udupi,UDUPI,UDP00764AYCWD,07 Jul 2027,13.2993441,74.7012322,aparnashanbhag488@gmail.com,8310146113,0,Buliding Area(sq.ft):,,8
842,Dr M D Sachidananda Murthy Memorial Hospital DHARANI,Hospital (Level 1A),Allopathy,"Near Santhemarahalli Circle, Kollegal Road, Santhemarahalli, Chamarajanagar - 571115",,CNR00066ALH1A,22 May 2028,12.04424,76.98025,dharanihospital@gmail.com,7259512983,10,Buliding Area(sq.ft):,,9
843,MYSORE CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,K G TEMPLE GUBBI TALUK TUMKUR DISTRICT 572216,,TMK00316AYCOC,27 Feb 2027,13.20733,76.93168,mdnazeerpasha25@gmail.com,9606042427,0,375,375,8
844,Dr MURTHY MANJULA HOSPITAL,Clinic/Polyclinic Only Consultation,Allopathy,"Main Road, Mariyammanahalli.",,VIJ00004ALCOC,08 Jun 2027,15.15,76.35,drmanjulamurthy03@gmail.com,9449312703,0,250,250,8
845,AYURYOGA CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"Near Mahaganapati temple, Rayarapete, Sirsi.",,UKA00272AYCWD,08 Dec 2027,14.61282,74.83250,sahanadnd@gmail.com,9483937855,0,700,630,9
846,BALAJI NURSING HOME,Hospital (Level 2),Allopathy,Dr RAMESH.K.V BALAJI NURSING HOME T B ROAD KADUR-577548,,CKM00110ALHL2,15 May 2027,13.5527,76.0152,balajinh1980kadur@gmail.com,9448072382,30,7000,9600,8
847,CLASSIC CLINICAL LABORATORY,Medical Diagnostic Laboratory,Allopathy,"CITY FLOWER COMPLEX, 1ST FLOOR ALAKE MAIN ROAD, ALAKE MANGALORE 575003",MANGALORE,DKA01078ALMDL,12 Jun 2027,12.8723,74.8339,dhirusaikumar@gmail.com,9880332707,0,190,500,9
848,POOJA POLYCLINIC,Clinic/Polyclinic with Diagnostic Support,Allopathy,"B M BYPASS ROAD, COURT CIRCLE, HUNSUR TOWN",,MYS01260ALCDS,07 Nov 2029,12.30,76.28,pooja@gmail.com,8095441250,0,Buliding Area(sq.ft):,,9
