data_type,district_id,district_name,district_iso_code,state,state_iso_code,facility_type,facility_name,latitude,longitude,phone,address,specialization,degree,council,system_of_medicine,description
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,"Sri Sai Hospital, Vijayapura",16.7982605,75.7343683,,586102,,,,,"OSM ID: 6938553938, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,CLINIC,St. Joseph Health & Community Centre,16.8628931,75.7533489,,,,,,,"OSM ID: 7549058951, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Sushruta Multi Speciality Hospital,16.847442,75.717981,,,,,,,"OSM ID: 7549058947, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Swatantra Hospital,16.8235762,75.6845762,,,,,,,"OSM ID: 7549058946, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,UNKNOWN,Talikoti CHC,16.4757726,76.3073305,08356-266528,586214,,,,,"OSM ID: 7205356324, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Taluka Hospital Basavanbagewadi,16.5701816,75.9741793,,586203,,,,,"OSM ID: 7205356323, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,UNKNOWN,Tamadaddi PHC,16.5302481,76.2457466,08356-243509,586214,,,,,"OSM ID: 7205356316, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Tanga Hospital,16.840286,75.705142,,,,,,,"OSM ID: 7549058937, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,UNKNOWN,Thikota PHC,16.84342,75.518279,08352-231579,,,,,,"OSM ID: 7205437169, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Ustad Children's Hospital,16.8306633,75.7158234,,,,,,,"OSM ID: 7549058982, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,"Utkarsh Hospital, Vijayapura",16.3370546,76.1294322,,586212,,,,,"OSM ID: 6944279207, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,CLINIC,Vardhaman Clinic,16.8280639,75.6834983,,,,,,,"OSM ID: 7549058920, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Vasant Leela Hospital,16.8402308,75.7151727,,,,,,,"OSM ID: 7549058985, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Vasi Hospital,16.8306506,75.7061534,,586101,,,,,"OSM ID: 6945248530, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Vasudeva Hospital,16.828874,75.711744,,,,,,,"OSM ID: 7549058960, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Vedanta Multispeciality Hospital,16.8283996,75.6848851,,,,,,,"OSM ID: 7549059026, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Veterinary Hospital,16.8381434,75.5217144,,,,,,,"OSM ID: 8188036497, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,CLINIC,Vijaya Clinic,16.828356,75.706404,,,,,,,"OSM ID: 7549058980, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,CLINIC,Vijaya Nursing Home,16.8331712,75.7170442,,,,,,,"OSM ID: 7549058929, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Vijayapura Nursing Home,16.8296388,75.7275976,,,,,,,"OSM ID: 7549058973, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Vinayak Hospital,16.8348464,75.7200548,,,,,,,"OSM ID: 7549059016, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,W.B. Karajgi Hospital,16.822712,75.727246,,,,,,,"OSM ID: 7549058912, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Wadeyar Hospital,16.802089,75.718281,,,,,,,"OSM ID: 7549059024, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,UNKNOWN,Wandal PHC,16.414859,75.8799377,,586201,,,,,"OSM ID: 7205356288, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,DENTIST,Warad Hi -Tech Dental Clinic,16.8302033,75.7100855,,,,,,,"OSM ID: 7549059043, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Womens City Hospital,16.8281342,75.6901157,,,,,,,"OSM ID: 7549058905, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,UNKNOWN,Yankanchi PHC,16.8650956,76.3478517,,586128,,,,,"OSM ID: 7205437119, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,CLINIC,Yarnal clinic,16.8155163,75.7179294,,,,,,,"OSM ID: 7549058911, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Yashoda Hospital,16.847273,75.710102,,,,,,,"OSM ID: 7549059028, Type: node"
HEALTHCARE_FACILITY,294,VIJAYAPURA,530,KARNATAKA,29,HOSPITAL,Yenkanchi Hospital,16.8289676,75.6853849,,,,,,,"OSM ID: 7549058950, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,ANM Centre,16.576612,76.8493514,,,,,,,"OSM ID: 2635030145, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Aewoor Health Sub Centre,16.7347,76.6048,,,,,,,"OSM ID: 2585646264, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Agni Health Sub Centre,16.5644,76.467,,,,,,,"OSM ID: 2585646266, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Ajalapura Health Sub Centre,16.5887,77.4227,,,,,,,"OSM ID: 2585646268, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Ajlapur  (24X7) Primary Health Center,16.5886,77.4224,,,,,,,"OSM ID: 2585646270, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Alahala Health Sub Centre,16.6212,76.4382,,,,,,,"OSM ID: 2585646272, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Aldala Health Sub Centre,16.4631,76.7032,,,,,,,"OSM ID: 2585646274, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,Alipur (24X7) Primary Health Center,16.8356227,77.0927194,,,,,,,"OSM ID: 2585646276, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Allipura Health Sub Centre,16.8415,77.0951,,,,,,,"OSM ID: 2585646278, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,PHARMACY,Amareshwar Medical Store,16.7009755,76.8434635,,,,,,,"OSM ID: 2933888237, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Anabi Health Sub Centre,16.8745,76.9001,,,,,,,"OSM ID: 2585646279, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Anapura Health Subcentre,,,,,,,,,"OSM ID: 344925539, Type: way"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,UNKNOWN,Arakera Community Health Centre,,,,585218,,,,,"OSM ID: 660258866, Type: way"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Arakera J Health Sub Centre,16.5348,76.5077,,,,,,,"OSM ID: 2585646287, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,Arakera-b Community Health Centre,16.8472786,77.015752,,,,,,,"OSM ID: 8188036488, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Arikera(K) Health Sub Centre,16.7617,77.2704,,,,,,,"OSM ID: 2585646288, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Baddepalli Health Sub Centre,16.5699,77.3703,,,,,,,"OSM ID: 2585646289, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Badiyala Health Sub Centre,16.4921,77.2753,,,,,,,"OSM ID: 2585646290, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Baichabala Health Sub Centre,16.5555,76.5654,,,,,,,"OSM ID: 2585646291, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Bailkunti Health Sub Centre,16.3524,76.4803,,,,,,,"OSM ID: 2585646292, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Balacheda Health Sub Centre,16.5607,77.3137,,,,,,,"OSM ID: 2585646293, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Balashettihala Health Sub Centre,16.3889,76.5058,,,,,,,"OSM ID: 2585646294, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Balichakra  (24X7) Primary Health Center,16.6742,77.2641,,,,,,,"OSM ID: 2585646295, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Balichakra Health Sub Centre,16.6774642,77.2634295,,,,,,,"OSM ID: 2585646296, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Bandhalli Health Sub Centre,16.8016,77.1426,,,,,,,"OSM ID: 2585646297, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,Bangalore Hospital,16.5327893,76.7823533,,,,,,,"OSM ID: 8188036632, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Bangoddi Health Sub Centre,16.3473,76.5994,,,,,,,"OSM ID: 2585646298, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Bappargi Health Sub Centre,16.3848,76.3281,,,,,,,"OSM ID: 2585646299, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Baradevanala Health Sub Centre,16.3422,76.3719,,,,,,,"OSM ID: 2585646300, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Belagunda Health Sub Centre,16.5521,77.2199,,,,,,,"OSM ID: 2585646303, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Bendebomali  (24X7) Primary Health Centre,16.4809,77.1661,,,,,,,"OSM ID: 2585646304, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Bilvar Health Sub Centre,16.5554,77.1583,,,,,,,"OSM ID: 2585646305, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Bommagudda Health Sub Centre,16.3551,76.4944,,,,,,,"OSM ID: 2585646306, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Bonala Health Sub Centre,16.5148,76.6565,,,,,,,"OSM ID: 2585646307, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Borabandi Health Sub Centre,16.832,77.3795,,,,,,,"OSM ID: 2585646308, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Budanur Health Sub Centre,16.6645,76.6542,,,,,,,"OSM ID: 2585646309, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,UNKNOWN,"CHC, Doranahalli",16.7254513,76.9237561,,585223,,,,,"OSM ID: 7205356348, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,UNKNOWN,"CHC, Gurmatkal",16.8761891,77.3913673,,585214,,,,,"OSM ID: 7205437097, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,UNKNOWN,"CHC, Hunasagi",16.4498027,76.5236858,,585215,,,,,"OSM ID: 7205356371, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Chandrashekar Patil Clinic,16.7476099,77.1322766,,,,,,,"OSM ID: 2972974668, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Chandriki Health Sub Centre,,,,,,,,,"OSM ID: 660258867, Type: way"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Chapetla Health Sub Centre,16.8755,77.3388,,,,,,,"OSM ID: 2585646312, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Chatnalli  (24X7) Primary Health Centre,16.7614,77.0044,,,,,,,"OSM ID: 2585646313, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Chatnalli Health Sub Centre,16.7614,77.0047,,,,,,,"OSM ID: 2585646314, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Chinakara Health Sub Centre,16.7835,77.3765,,,,,,,"OSM ID: 2585646315, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Chintakunta Health Sub Centre,16.9268,77.2161,,,,,,,"OSM ID: 2585646316, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Choudeshwarihal Health Sub Centre,16.4849,76.8432,,,,,,,"OSM ID: 2585646317, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,City Central Hospital,16.7694139,77.1366704,,"Yadgir, 585201",,,,,"OSM ID: 2642228990, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Devapura Health Sub Centre,16.4356,76.7261,,,,,,,"OSM ID: 2585646318, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Devargonal Health Sub Centre,16.5742,76.7221,,,,,,,"OSM ID: 2585646320, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Devargonal Primary Health Center  (24X7),16.5735,76.7203,,,,,,,"OSM ID: 2585646321, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Devatkal Health Sub Centre,16.4652,76.6469,,,,,,,"OSM ID: 2585646323, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Dharshanapur Health Sub Centre,16.7189,76.6331,,,,,,,"OSM ID: 2585646325, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Diggi Health Sub Centre,16.7094,76.8026,,,,,,,"OSM ID: 2585646326, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,District Hospital,16.7809025,77.102826,,,,,,,"OSM ID: 8188036521, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,District Hospital Yadgiri,16.7469536,77.1327594,,,,,,,"OSM ID: 8188036539, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Doranahalli  (24X7) Primary Health Centre,16.7285,76.9122,,,,,,,"OSM ID: 2585646328, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Doranahalli A Health Sub Centre,16.7285,76.9123,,,,,,,"OSM ID: 2585646330, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Doranahalli B Health Sub Centre,16.73,76.9143,,,,,,,"OSM ID: 2585646332, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,Dr Maitri Childrens Hospital,16.8690521,77.390986,,,,,,,"OSM ID: 8188036479, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,DOCTORS,"Dr. K. Siddanna, Gynaecologist",16.8688214,77.3915058,,,,,,,"OSM ID: 2529253590, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Duppalli Health Sub Centre,16.5366,77.3895,,,,,,,"OSM ID: 2585646334, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,GMC Sahakari Hospital,16.7011828,76.8435884,,,,,,,"OSM ID: 2933888249, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Gajarakota Health Sub Centre,16.8944,77.2917,,,,,,,"OSM ID: 2585646335, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Gajarkot (24X7) Primary Health Center,16.8946,77.2916,,,,,,,"OSM ID: 2585646337, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Geddalamari Health Sub Centre,16.327,76.51,,,,,,,"OSM ID: 2585646339, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Godihala Health Sub Centre,16.4273,76.6325,,,,,,,"OSM ID: 2585646341, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,UNKNOWN,Gogi (24X7) Primary Health Centre,16.7279013,76.752392,,585309,,,,,"OSM ID: 2585646343, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Gogi (P) Health Sub Centre,16.7281,76.751,,,,,,,"OSM ID: 2585646346, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Gondadagi Health Sub Centre,16.5057,77.2132,,,,,,,"OSM ID: 2585646350, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,DOCTORS,"Government Homoeo Dispensary, Kanukurthy",16.5304231,77.2825027,,Hanuman Nagar,,,,,"OSM ID: 11940254271, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,Government Hospital,16.8034964,76.9868452,,,,,,,"OSM ID: 8188036517, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,Government Hospital,16.7639114,77.0041377,,,,,,,"OSM ID: 8188036527, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,Government Hospital,16.5676391,76.9563757,,,,,,,"OSM ID: 8188036613, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,Government Hospital Bendebembli,16.4813426,77.1664255,,,,,,,"OSM ID: 8188036663, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,Government Taluka Hospital,16.5252254,76.7541264,,585224,,,,,"OSM ID: 7205356311, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Gulsram Health Sub Centre,16.7155,77.0968,,,,,,,"OSM ID: 2585646352, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Gunjanura Health Sub Centre,16.783337,77.3537937,,,,,,,"OSM ID: 2585646353, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Gurumatkal Community Health Centre,16.8682,77.3861,,,,,,,"OSM ID: 2585646355, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Gutti Basaveshwar Primary Health Center (24X7),16.6493,76.4418,,,,,,,"OSM ID: 2585646357, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Guttibasaveshwar Health Sub Centre,16.6493,76.4419,,,,,,,"OSM ID: 2585646359, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hagaratagi Health Sub Centre,16.3991,76.3674,,,,,,,"OSM ID: 2585646360, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Halgera Health Sub Centre,16.639,77.1192,,,,,,,"OSM ID: 2585646361, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,DOCTORS,Harikrishna Orthopaedic Care Centre,16.7010395,76.8446333,,,,,,,"OSM ID: 2933888252, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hasanapur Health Sub Centre,16.5318,76.7798,,,,,,,"OSM ID: 2585646362, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hasnapur Primary Health Center (24X7),16.5317,76.7799,,,,,,,"OSM ID: 2585646363, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hathikuni  (24X7) Primary Health Center,16.8481,77.155,,,,,,,"OSM ID: 2585646365, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hatthikuni Health Sub Centre,16.8499828,77.1538629,,,,,,,"OSM ID: 2585646366, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hattigudur (24X7) Primary Health Centre,16.6034,76.8806157,,,,,,,"OSM ID: 2585646368, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hattigudur Health Sub Centre,16.6032655,76.8806093,,,,,,,"OSM ID: 2585646370, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hayyal (B) Health Sub Centre,16.5620046,76.9573984,,,,,,,"OSM ID: 2585646372, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hayyala B (24X7) Primary Health Centre,16.5621,76.9574,,,,,,,"OSM ID: 2585646373, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Health Sub Centre,16.5456,76.8805,,,,,,,"OSM ID: 2585646301, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Health Sub Centre,16.7361,76.7425,,,,,,,"OSM ID: 2585646345, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Health Sub Centre,16.7370641,76.7465299,,,,,,,"OSM ID: 2585646348, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Health Sub Centre,16.6267,76.6185,,,,,,,"OSM ID: 2585646377, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Health Sub Centre,16.8162334,77.1819127,,,,,,,"OSM ID: 2585646384, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Health Sub Centre,16.6472,77.4259,,,,,,,"OSM ID: 2585646398, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Health Sub Centre,16.6035182,77.3039188,,,,,,,"OSM ID: 2585646422, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Health Sub Centre,16.8129627,77.4554133,,,,,,,"OSM ID: 2585646532, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Health Sub Centre,16.6089,77.3739,,,,,,,"OSM ID: 2585646633, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,DOCTORS,Heart Care Centre,16.7015881,76.8432214,,Basaveshwar Chowk,,,,,"OSM ID: 2933888253, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hebbal. (B) Health Sub Centre,16.4846,76.5975,,,,,,,"OSM ID: 2585646375, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,HOSPITAL,Hemanoor Government Hospital,,,,585304,,,,,"OSM ID: 771822706, Type: way"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hemanura Health Sub Centre,16.5098,76.8517,,,,,,,"OSM ID: 2585646379, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hemanura Primary Health Center (24X7),16.5092,76.852,,,,,,,"OSM ID: 2585646381, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Honagera (24X7) Primary Health Center,16.8193,77.1885,,,,,,,"OSM ID: 2585646383, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Honagera PHC,,,,585202,,,,,"OSM ID: 771830953, Type: way"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hoskera Health Sub Centre,16.6624,76.7188,,,,,,,"OSM ID: 2585646386, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hotapet Health Sub Centre,16.7622,76.8152,,,,,,,"OSM ID: 2585646387, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,UNKNOWN,Hunasagi CHC,16.4583521,76.5179565,,585215,,,,,"OSM ID: 7205356347, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hunasagi Health Sub Centre,16.4582,76.5166,,,,,,,"OSM ID: 2585646388, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Hunasangi Community Health Center,16.4572,76.5252,,,,,,,"OSM ID: 2585646390, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Ibrahimpur Health Sub Centre,16.7405,76.8626,,,,,,,"OSM ID: 2585646394, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Ikur Health Sub Centre,16.5733788,76.9934176,,,,,,,"OSM ID: 2585646396, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,DOCTORS,Jaya Vijay Children Hospital,16.701009,76.843598,,Basaveshwar Chowk,,,,,"OSM ID: 2933888260, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Jinakera Health Sub Centre,16.6906,77.2062,,,,,,,"OSM ID: 2585646399, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Jogundabhavi Health Sub Centre,16.3001,76.3642,,,,,,,"OSM ID: 2585646400, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Joladadagi Health Sub Centre,16.4877,77.2174,,,,,,,"OSM ID: 2585646402, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Jumalpurhealth Sub Centre,16.3052,76.4674,,,,,,,"OSM ID: 2585646403, Type: node"
HEALTHCARE_FACILITY,295,YADGIR,635,KARNATAKA,29,CLINIC,Kadamgera Health Sub Centre,16.6335,77.0125,,,,,,,"OSM ID: 2585646405, Type: node"
