establishment_id,establishment_name,certificate_name,expiry_date
693,POORNA CLINIC,PCB Certificate,
695,SRI ASHIRWAD DIAGNOSTIC LABORATORY,Floor Plans,
695,SRI ASHIRWAD DIAGNOSTIC LABORATORY,Front View Photograph,
695,SRI ASHIRWAD DIAGNOSTIC LABORATORY,Occupancy Certificate,
695,SRI ASHIRWAD DIAGNOSTIC LABORATORY,Fire Safety Certificate,
695,SRI ASHIRWAD DIAGNOSTIC LABORATORY,PCB Certificate,
694,MAMATHA KID CARE CLINIC,Front View Photograph,
694,MAMATHA KID CARE CLINIC,Floor Plans,
694,MAMATHA KID CARE CLINIC,Occupancy Certificate,
694,MAMATHA KID CARE CLINIC,Fire Safety Certificate,
694,MAMATHA KID CARE CLINIC,PCB Certificate,
696,HEALTH CARE CLINIC,Floor Plans,
696,HEALTH CARE CLINIC,Front View Photograph,
696,HEALTH CARE CLINIC,Occupancy Certificate,
696,HEALTH CARE CLINIC,Fire Safety Certificate,
696,HEALTH CARE CLINIC,PCB Certificate,
697,GEETHASHREE DIAGNOSTICS AND HEALTH CARE,Floor Plans,
697,GEETHASHREE DIAGNOSTICS AND HEALTH CARE,Front View Photograph,
697,GEETHASHREE DIAGNOSTICS AND HEALTH CARE,Occupancy Certificate,
697,GEETHASHREE DIAGNOSTICS AND HEALTH CARE,Fire Safety Certificate,
697,GEETHASHREE DIAGNOSTICS AND HEALTH CARE,PCB Certificate,
698,MATHRUSHREE CLINIC,Occupancy Certificate,
698,MATHRUSHREE CLINIC,Floor Plans,
698,MATHRUSHREE CLINIC,Front View Photograph,
698,MATHRUSHREE CLINIC,Fire Safety Certificate,
698,MATHRUSHREE CLINIC,PCB Certificate,
699,srisaiswarnabhapolyclinic,Front View Photograph,
699,srisaiswarnabhapolyclinic,Occupancy Certificate,
699,srisaiswarnabhapolyclinic,PCB Certificate,
699,srisaiswarnabhapolyclinic,Fire Safety Certificate,10/07/2025
699,srisaiswarnabhapolyclinic,Floor Plans,
701,GANGA MULTI SPECIALITY CLINIC AND DIAGNOSTICS,PCB Certificate,
701,GANGA MULTI SPECIALITY CLINIC AND DIAGNOSTICS,Front View Photograph,
701,GANGA MULTI SPECIALITY CLINIC AND DIAGNOSTICS,Floor Plans,
701,GANGA MULTI SPECIALITY CLINIC AND DIAGNOSTICS,Occupancy Certificate,
701,GANGA MULTI SPECIALITY CLINIC AND DIAGNOSTICS,Fire Safety Certificate,
700,RE LIFE HOSPITAL A UNIT OF NEW RELIFE HEALTHCARE PVT LTD,Floor Plans,
700,RE LIFE HOSPITAL A UNIT OF NEW RELIFE HEALTHCARE PVT LTD,Front View Photograph,
700,RE LIFE HOSPITAL A UNIT OF NEW RELIFE HEALTHCARE PVT LTD,Occupancy Certificate,
700,RE LIFE HOSPITAL A UNIT OF NEW RELIFE HEALTHCARE PVT LTD,Fire Safety Certificate,
700,RE LIFE HOSPITAL A UNIT OF NEW RELIFE HEALTHCARE PVT LTD,PCB Certificate,
702,chaithanya clinic,Front View Photograph,
702,chaithanya clinic,Floor Plans,
702,chaithanya clinic,Fire Safety Certificate,
702,chaithanya clinic,Occupancy Certificate,
702,chaithanya clinic,PCB Certificate,
704,UTILE FOUNDATION REHABILITATION AND COUNSELLING CENTER,Floor Plans,
704,UTILE FOUNDATION REHABILITATION AND COUNSELLING CENTER,Front View Photograph,
704,UTILE FOUNDATION REHABILITATION AND COUNSELLING CENTER,Occupancy Certificate,
704,UTILE FOUNDATION REHABILITATION AND COUNSELLING CENTER,Fire Safety Certificate,
704,UTILE FOUNDATION REHABILITATION AND COUNSELLING CENTER,PCB Certificate,
705,Geetha Clinic,Floor Plans,
705,Geetha Clinic,Front View Photograph,
705,Geetha Clinic,Occupancy Certificate,
705,Geetha Clinic,Fire Safety Certificate,07/01/2027
705,Geetha Clinic,PCB Certificate,07/01/2027
703,SURGEONS HOSPITAL,Floor Plans,
703,SURGEONS HOSPITAL,Front View Photograph,
703,SURGEONS HOSPITAL,Occupancy Certificate,
703,SURGEONS HOSPITAL,Fire Safety Certificate,
703,SURGEONS HOSPITAL,PCB Certificate,30/09/2022
706,Multi-Speciality Dental Clinic,Floor Plans,
706,Multi-Speciality Dental Clinic,Occupancy Certificate,
706,Multi-Speciality Dental Clinic,PCB Certificate,
706,Multi-Speciality Dental Clinic,Front View Photograph,
706,Multi-Speciality Dental Clinic,Fire Safety Certificate,
707,ABHAYA AYUR CENTRE,Floor Plans,
707,ABHAYA AYUR CENTRE,Occupancy Certificate,
707,ABHAYA AYUR CENTRE,Fire Safety Certificate,
707,ABHAYA AYUR CENTRE,PCB Certificate,
707,ABHAYA AYUR CENTRE,Front View Photograph,
711,DR.CHETHAN SKIN POLYCLINIC & DENTAL SPECIALITY,Floor Plans,
711,DR.CHETHAN SKIN POLYCLINIC & DENTAL SPECIALITY,Front View Photograph,
711,DR.CHETHAN SKIN POLYCLINIC & DENTAL SPECIALITY,Occupancy Certificate,
711,DR.CHETHAN SKIN POLYCLINIC & DENTAL SPECIALITY,Fire Safety Certificate,
711,DR.CHETHAN SKIN POLYCLINIC & DENTAL SPECIALITY,PCB Certificate,
712,JOSHI NURSING HOME,Floor Plans,
712,JOSHI NURSING HOME,PCB Certificate,31/03/2022
712,JOSHI NURSING HOME,Front View Photograph,
712,JOSHI NURSING HOME,Occupancy Certificate,
712,JOSHI NURSING HOME,Fire Safety Certificate,15/03/2023
713,SHUBHA CLINIC,Occupancy Certificate,
713,SHUBHA CLINIC,PCB Certificate,
713,SHUBHA CLINIC,Fire Safety Certificate,
713,SHUBHA CLINIC,Front View Photograph,
713,SHUBHA CLINIC,Floor Plans,
714,ALLERGY ASTHAMA AND CHEST CENTRE,PCB Certificate,
714,ALLERGY ASTHAMA AND CHEST CENTRE,Fire Safety Certificate,
714,ALLERGY ASTHAMA AND CHEST CENTRE,Occupancy Certificate,
714,ALLERGY ASTHAMA AND CHEST CENTRE,Floor Plans,
714,ALLERGY ASTHAMA AND CHEST CENTRE,Front View Photograph,
715,CUDUR SPECIALITY CLINICS,Floor Plans,
715,CUDUR SPECIALITY CLINICS,Front View Photograph,
715,CUDUR SPECIALITY CLINICS,Occupancy Certificate,
715,CUDUR SPECIALITY CLINICS,Fire Safety Certificate,
715,CUDUR SPECIALITY CLINICS,PCB Certificate,
716,SHARADA CLINICAL LAB,Floor Plans,
716,SHARADA CLINICAL LAB,Front View Photograph,
716,SHARADA CLINICAL LAB,Occupancy Certificate,
716,SHARADA CLINICAL LAB,Fire Safety Certificate,
716,SHARADA CLINICAL LAB,PCB Certificate,
710,Dr K NARASIMHAIAH HOSPITAL,Floor Plans,
710,Dr K NARASIMHAIAH HOSPITAL,Front View Photograph,
710,Dr K NARASIMHAIAH HOSPITAL,Occupancy Certificate,
710,Dr K NARASIMHAIAH HOSPITAL,Fire Safety Certificate,
710,Dr K NARASIMHAIAH HOSPITAL,PCB Certificate,
718,SHRI BENAKA CLINIC,Floor Plans,
718,SHRI BENAKA CLINIC,Front View Photograph,
718,SHRI BENAKA CLINIC,Occupancy Certificate,
718,SHRI BENAKA CLINIC,PCB Certificate,
718,SHRI BENAKA CLINIC,Fire Safety Certificate,
717,Multispeciality Manipal Clinic and Nursing Home,Floor Plans,
717,Multispeciality Manipal Clinic and Nursing Home,Occupancy Certificate,
717,Multispeciality Manipal Clinic and Nursing Home,Front View Photograph,
717,Multispeciality Manipal Clinic and Nursing Home,PCB Certificate,08/02/2027
717,Multispeciality Manipal Clinic and Nursing Home,Fire Safety Certificate,01/12/2024
720,VINAYAKA HEALTH CENTER,Floor Plans,
720,VINAYAKA HEALTH CENTER,Occupancy Certificate,
720,VINAYAKA HEALTH CENTER,Front View Photograph,
720,VINAYAKA HEALTH CENTER,PCB Certificate,
720,VINAYAKA HEALTH CENTER,Fire Safety Certificate,
719,K B POLY CLINIC,Occupancy Certificate,
719,K B POLY CLINIC,Floor Plans,
719,K B POLY CLINIC,PCB Certificate,
719,K B POLY CLINIC,Front View Photograph,
719,K B POLY CLINIC,Fire Safety Certificate,
721,HOLY FAMILY AYURVEDA DAY CARE CENTER,Floor Plans,
721,HOLY FAMILY AYURVEDA DAY CARE CENTER,Front View Photograph,
721,HOLY FAMILY AYURVEDA DAY CARE CENTER,Occupancy Certificate,
721,HOLY FAMILY AYURVEDA DAY CARE CENTER,Fire Safety Certificate,
721,HOLY FAMILY AYURVEDA DAY CARE CENTER,PCB Certificate,
722,SHAKUNTALA CLINIC,Floor Plans,
722,SHAKUNTALA CLINIC,Front View Photograph,
722,SHAKUNTALA CLINIC,PCB Certificate,
722,SHAKUNTALA CLINIC,Occupancy Certificate,
722,SHAKUNTALA CLINIC,Fire Safety Certificate,
723,MUDANUR MULTI SPECIALTY HOSPITAL,Floor Plans,
723,MUDANUR MULTI SPECIALTY HOSPITAL,Front View Photograph,
723,MUDANUR MULTI SPECIALTY HOSPITAL,Fire Safety Certificate,
723,MUDANUR MULTI SPECIALTY HOSPITAL,PCB Certificate,
723,MUDANUR MULTI SPECIALTY HOSPITAL,Occupancy Certificate,
724,SPANDANA MATERNITY & GENERAL HOSPITAL,Floor Plans,
724,SPANDANA MATERNITY & GENERAL HOSPITAL,Occupancy Certificate,
724,SPANDANA MATERNITY & GENERAL HOSPITAL,PCB Certificate,
724,SPANDANA MATERNITY & GENERAL HOSPITAL,Front View Photograph,
724,SPANDANA MATERNITY & GENERAL HOSPITAL,Fire Safety Certificate,
725,SARASWATHI MATERNITY CLINIC,Floor Plans,
725,SARASWATHI MATERNITY CLINIC,Front View Photograph,
725,SARASWATHI MATERNITY CLINIC,Occupancy Certificate,
725,SARASWATHI MATERNITY CLINIC,Fire Safety Certificate,10/08/2023
725,SARASWATHI MATERNITY CLINIC,PCB Certificate,30/06/2023
728,DR. PRATS POSITIVE HEALTH CLINIC,Floor Plans,
728,DR. PRATS POSITIVE HEALTH CLINIC,Front View Photograph,
728,DR. PRATS POSITIVE HEALTH CLINIC,Occupancy Certificate,
728,DR. PRATS POSITIVE HEALTH CLINIC,PCB Certificate,31/12/2035
728,DR. PRATS POSITIVE HEALTH CLINIC,Fire Safety Certificate,31/12/2035
729,VISHWA HI TECH CLINICAL LABORATORY,Floor Plans,
729,VISHWA HI TECH CLINICAL LABORATORY,Front View Photograph,
729,VISHWA HI TECH CLINICAL LABORATORY,Fire Safety Certificate,
729,VISHWA HI TECH CLINICAL LABORATORY,PCB Certificate,
729,VISHWA HI TECH CLINICAL LABORATORY,Occupancy Certificate,
727,BHARATHI HOSPITAL SUPER SPECIALITY CENTER,Floor Plans,
727,BHARATHI HOSPITAL SUPER SPECIALITY CENTER,Front View Photograph,
727,BHARATHI HOSPITAL SUPER SPECIALITY CENTER,Occupancy Certificate,
727,BHARATHI HOSPITAL SUPER SPECIALITY CENTER,Fire Safety Certificate,
727,BHARATHI HOSPITAL SUPER SPECIALITY CENTER,PCB Certificate,
730,Grand Care Hospital,Floor Plans,
730,Grand Care Hospital,Front View Photograph,
730,Grand Care Hospital,Occupancy Certificate,
730,Grand Care Hospital,Fire Safety Certificate,
730,Grand Care Hospital,PCB Certificate,
726,Mount Rosary Hospital,Floor Plans,
726,Mount Rosary Hospital,Front View Photograph,
726,Mount Rosary Hospital,Occupancy Certificate,
726,Mount Rosary Hospital,Fire Safety Certificate,05/08/2022
726,Mount Rosary Hospital,PCB Certificate,30/09/2026
731,Apsara Hospital,Floor Plans,
731,Apsara Hospital,Front View Photograph,
731,Apsara Hospital,Occupancy Certificate,
731,Apsara Hospital,Fire Safety Certificate,
731,Apsara Hospital,PCB Certificate,
732,NAMBIARS CLINIC,Floor Plans,
732,NAMBIARS CLINIC,Front View Photograph,
732,NAMBIARS CLINIC,Occupancy Certificate,
732,NAMBIARS CLINIC,Fire Safety Certificate,13/06/2022
732,NAMBIARS CLINIC,PCB Certificate,
733,SAINATH CLINIC,Floor Plans,
733,SAINATH CLINIC,Front View Photograph,
733,SAINATH CLINIC,Occupancy Certificate,
733,SAINATH CLINIC,Fire Safety Certificate,
733,SAINATH CLINIC,PCB Certificate,
734,Medimate Diagnostics,Floor Plans,
734,Medimate Diagnostics,Front View Photograph,
734,Medimate Diagnostics,Occupancy Certificate,
734,Medimate Diagnostics,Fire Safety Certificate,
734,Medimate Diagnostics,PCB Certificate,
735,HAPPY SMILES DENTAL CLINIC,Floor Plans,
735,HAPPY SMILES DENTAL CLINIC,Front View Photograph,
735,HAPPY SMILES DENTAL CLINIC,Occupancy Certificate,
735,HAPPY SMILES DENTAL CLINIC,Fire Safety Certificate,
735,HAPPY SMILES DENTAL CLINIC,PCB Certificate,
736,RIGVED AYUSHYA NATURE CURE CLINIC,Floor Plans,
736,RIGVED AYUSHYA NATURE CURE CLINIC,Front View Photograph,
736,RIGVED AYUSHYA NATURE CURE CLINIC,Occupancy Certificate,
736,RIGVED AYUSHYA NATURE CURE CLINIC,Fire Safety Certificate,
736,RIGVED AYUSHYA NATURE CURE CLINIC,PCB Certificate,
738,POORNA PRAGNA FOUNDATION,Floor Plans,
738,POORNA PRAGNA FOUNDATION,Front View Photograph,
738,POORNA PRAGNA FOUNDATION,Occupancy Certificate,
738,POORNA PRAGNA FOUNDATION,Fire Safety Certificate,
738,POORNA PRAGNA FOUNDATION,PCB Certificate,
739,SHREE CLINIC,Floor Plans,
739,SHREE CLINIC,Front View Photograph,
739,SHREE CLINIC,Occupancy Certificate,
739,SHREE CLINIC,Fire Safety Certificate,
739,SHREE CLINIC,PCB Certificate,
737,SURAKSHA TRAUMA AND ORTHPAEDIC SURGICAL HOSPITAL,Front View Photograph,
737,SURAKSHA TRAUMA AND ORTHPAEDIC SURGICAL HOSPITAL,Floor Plans,
737,SURAKSHA TRAUMA AND ORTHPAEDIC SURGICAL HOSPITAL,Occupancy Certificate,
737,SURAKSHA TRAUMA AND ORTHPAEDIC SURGICAL HOSPITAL,Fire Safety Certificate,
737,SURAKSHA TRAUMA AND ORTHPAEDIC SURGICAL HOSPITAL,PCB Certificate,28/02/2022
740,DHANVANTARI DIAGNOSTIC CENTRE,Floor Plans,
740,DHANVANTARI DIAGNOSTIC CENTRE,Occupancy Certificate,
740,DHANVANTARI DIAGNOSTIC CENTRE,Fire Safety Certificate,08/06/2026
740,DHANVANTARI DIAGNOSTIC CENTRE,Front View Photograph,
740,DHANVANTARI DIAGNOSTIC CENTRE,PCB Certificate,30/09/2026
741,Cosmopoliton Dental Clinic,Front View Photograph,
741,Cosmopoliton Dental Clinic,Occupancy Certificate,
741,Cosmopoliton Dental Clinic,PCB Certificate,
741,Cosmopoliton Dental Clinic,Fire Safety Certificate,
741,Cosmopoliton Dental Clinic,Floor Plans,
742,PATILS CLINIC,Floor Plans,
742,PATILS CLINIC,Front View Photograph,
742,PATILS CLINIC,PCB Certificate,
742,PATILS CLINIC,Fire Safety Certificate,
742,PATILS CLINIC,Occupancy Certificate,
743,AMULYA X RAY AND SCANNING CENTRE,Floor Plans,
743,AMULYA X RAY AND SCANNING CENTRE,Front View Photograph,
743,AMULYA X RAY AND SCANNING CENTRE,PCB Certificate,
743,AMULYA X RAY AND SCANNING CENTRE,Occupancy Certificate,
743,AMULYA X RAY AND SCANNING CENTRE,Fire Safety Certificate,
744,SHRI BHAVANI CLINIC,Floor Plans,
744,SHRI BHAVANI CLINIC,Front View Photograph,
744,SHRI BHAVANI CLINIC,Occupancy Certificate,
744,SHRI BHAVANI CLINIC,PCB Certificate,
744,SHRI BHAVANI CLINIC,Fire Safety Certificate,
745,Manasa Clinic,Floor Plans,
745,Manasa Clinic,Front View Photograph,
745,Manasa Clinic,Occupancy Certificate,
745,Manasa Clinic,Fire Safety Certificate,02/03/2027
745,Manasa Clinic,PCB Certificate,02/03/2027
747,Alleviate Pain Clinic,Front View Photograph,
747,Alleviate Pain Clinic,Floor Plans,
747,Alleviate Pain Clinic,Occupancy Certificate,
747,Alleviate Pain Clinic,PCB Certificate,31/08/2029
747,Alleviate Pain Clinic,Fire Safety Certificate,31/08/2029
748,ROSHAN HEALTH CARES,Floor Plans,
748,ROSHAN HEALTH CARES,Front View Photograph,
748,ROSHAN HEALTH CARES,Occupancy Certificate,
748,ROSHAN HEALTH CARES,Fire Safety Certificate,
748,ROSHAN HEALTH CARES,PCB Certificate,30/11/2021
746,M M JOSHI EYE INSTITUTE PVT LTD,Floor Plans,
746,M M JOSHI EYE INSTITUTE PVT LTD,Front View Photograph,
746,M M JOSHI EYE INSTITUTE PVT LTD,Occupancy Certificate,
746,M M JOSHI EYE INSTITUTE PVT LTD,Fire Safety Certificate,
746,M M JOSHI EYE INSTITUTE PVT LTD,PCB Certificate,
750,MARUTI POLY CLINIC AND DENTAL CARE,Floor Plans,
750,MARUTI POLY CLINIC AND DENTAL CARE,Front View Photograph,
750,MARUTI POLY CLINIC AND DENTAL CARE,Occupancy Certificate,
750,MARUTI POLY CLINIC AND DENTAL CARE,Fire Safety Certificate,
750,MARUTI POLY CLINIC AND DENTAL CARE,PCB Certificate,
751,ESHWAR POLY CLINIC,Front View Photograph,
751,ESHWAR POLY CLINIC,Occupancy Certificate,
751,ESHWAR POLY CLINIC,Fire Safety Certificate,
751,ESHWAR POLY CLINIC,PCB Certificate,
751,ESHWAR POLY CLINIC,Floor Plans,
749,KIDS CLINIC INDIA LIMITED CLOUDNINE FERTILITY,Floor Plans,
749,KIDS CLINIC INDIA LIMITED CLOUDNINE FERTILITY,Front View Photograph,
749,KIDS CLINIC INDIA LIMITED CLOUDNINE FERTILITY,Occupancy Certificate,
749,KIDS CLINIC INDIA LIMITED CLOUDNINE FERTILITY,PCB Certificate,31/12/2099
749,KIDS CLINIC INDIA LIMITED CLOUDNINE FERTILITY,Fire Safety Certificate,
752,Sapna Dental Care,Floor Plans,
752,Sapna Dental Care,PCB Certificate,30/09/2030
752,Sapna Dental Care,Front View Photograph,
752,Sapna Dental Care,Occupancy Certificate,
752,Sapna Dental Care,Fire Safety Certificate,
753,Ritti Clinical Laboratory,Floor Plans,
753,Ritti Clinical Laboratory,Front View Photograph,
753,Ritti Clinical Laboratory,Occupancy Certificate,
753,Ritti Clinical Laboratory,Fire Safety Certificate,
753,Ritti Clinical Laboratory,PCB Certificate,
754,SRI RAGHAVENDRA HEALTH CARE,Front View Photograph,
754,SRI RAGHAVENDRA HEALTH CARE,Floor Plans,
754,SRI RAGHAVENDRA HEALTH CARE,PCB Certificate,31/12/2050
754,SRI RAGHAVENDRA HEALTH CARE,Occupancy Certificate,
754,SRI RAGHAVENDRA HEALTH CARE,Fire Safety Certificate,30/06/2022
756,BAGALKOT HOSPITAL,Floor Plans,
756,BAGALKOT HOSPITAL,Fire Safety Certificate,30/07/2022
756,BAGALKOT HOSPITAL,Front View Photograph,
756,BAGALKOT HOSPITAL,PCB Certificate,31/12/2029
756,BAGALKOT HOSPITAL,Occupancy Certificate,
755,G.S.R Multispeciality Hospital,Floor Plans,
755,G.S.R Multispeciality Hospital,Fire Safety Certificate,27/04/2023
755,G.S.R Multispeciality Hospital,Front View Photograph,
755,G.S.R Multispeciality Hospital,PCB Certificate,
755,G.S.R Multispeciality Hospital,Occupancy Certificate,
757,AYUSH CLINIC,Floor Plans,
757,AYUSH CLINIC,Front View Photograph,
757,AYUSH CLINIC,Occupancy Certificate,
757,AYUSH CLINIC,Fire Safety Certificate,
757,AYUSH CLINIC,PCB Certificate,
760,NEW ARK MISSION OF INDIA OF HOPE,Floor Plans,
760,NEW ARK MISSION OF INDIA OF HOPE,Front View Photograph,
760,NEW ARK MISSION OF INDIA OF HOPE,Occupancy Certificate,
760,NEW ARK MISSION OF INDIA OF HOPE,Fire Safety Certificate,
760,NEW ARK MISSION OF INDIA OF HOPE,PCB Certificate,
759,CREATIONS DENTAL CLINIC,Floor Plans,
759,CREATIONS DENTAL CLINIC,Front View Photograph,
759,CREATIONS DENTAL CLINIC,PCB Certificate,17/06/2027
759,CREATIONS DENTAL CLINIC,Occupancy Certificate,
759,CREATIONS DENTAL CLINIC,Fire Safety Certificate,17/02/2027
761,DAR AL SHIFA CLINIC,Floor Plans,
761,DAR AL SHIFA CLINIC,Front View Photograph,
761,DAR AL SHIFA CLINIC,Occupancy Certificate,
761,DAR AL SHIFA CLINIC,PCB Certificate,25/08/2121
761,DAR AL SHIFA CLINIC,Fire Safety Certificate,24/08/2022
758,Dr THAMMAIAH HOSPITAL,Floor Plans,
758,Dr THAMMAIAH HOSPITAL,Front View Photograph,
758,Dr THAMMAIAH HOSPITAL,Occupancy Certificate,
758,Dr THAMMAIAH HOSPITAL,Fire Safety Certificate,
758,Dr THAMMAIAH HOSPITAL,PCB Certificate,
762,Dr Pauls Dental Health Care,Floor Plans,
762,Dr Pauls Dental Health Care,Occupancy Certificate,
762,Dr Pauls Dental Health Care,Fire Safety Certificate,
762,Dr Pauls Dental Health Care,Front View Photograph,
762,Dr Pauls Dental Health Care,PCB Certificate,
763,Shree Bhaargavi Poly Clinic,Floor Plans,
763,Shree Bhaargavi Poly Clinic,Front View Photograph,
763,Shree Bhaargavi Poly Clinic,Occupancy Certificate,
763,Shree Bhaargavi Poly Clinic,Fire Safety Certificate,21/07/2027
763,Shree Bhaargavi Poly Clinic,PCB Certificate,20/07/2027
764,Sattva Fertility,Floor Plans,
764,Sattva Fertility,PCB Certificate,
764,Sattva Fertility,Front View Photograph,
764,Sattva Fertility,Occupancy Certificate,
764,Sattva Fertility,Fire Safety Certificate,
766,BASAV HOSPITAL,Floor Plans,
766,BASAV HOSPITAL,Front View Photograph,
766,BASAV HOSPITAL,Occupancy Certificate,
766,BASAV HOSPITAL,Fire Safety Certificate,
766,BASAV HOSPITAL,PCB Certificate,
767,KANDAGAL NISHKA ORTHOPAEDIC CENTER,Floor Plans,
767,KANDAGAL NISHKA ORTHOPAEDIC CENTER,Front View Photograph,
767,KANDAGAL NISHKA ORTHOPAEDIC CENTER,Occupancy Certificate,
767,KANDAGAL NISHKA ORTHOPAEDIC CENTER,Fire Safety Certificate,16/01/2023
767,KANDAGAL NISHKA ORTHOPAEDIC CENTER,PCB Certificate,22/06/2122
765,MALNAD HOSPITAL AND INSTITUTE OF ONCOLOGY,Floor Plans,
765,MALNAD HOSPITAL AND INSTITUTE OF ONCOLOGY,Front View Photograph,
765,MALNAD HOSPITAL AND INSTITUTE OF ONCOLOGY,Occupancy Certificate,
765,MALNAD HOSPITAL AND INSTITUTE OF ONCOLOGY,PCB Certificate,30/09/2028
765,MALNAD HOSPITAL AND INSTITUTE OF ONCOLOGY,Fire Safety Certificate,
768,BADORE CLINIC,PCB Certificate,
768,BADORE CLINIC,Front View Photograph,
768,BADORE CLINIC,Floor Plans,
768,BADORE CLINIC,Occupancy Certificate,
768,BADORE CLINIC,Fire Safety Certificate,
769,S M U Life Care,Floor Plans,
769,S M U Life Care,Front View Photograph,
769,S M U Life Care,Occupancy Certificate,
769,S M U Life Care,Fire Safety Certificate,31/12/2022
769,S M U Life Care,PCB Certificate,31/12/2022
770,MALLIKARJUNASWAMY CLINIC,Occupancy Certificate,
770,MALLIKARJUNASWAMY CLINIC,Floor Plans,
770,MALLIKARJUNASWAMY CLINIC,Front View Photograph,
770,MALLIKARJUNASWAMY CLINIC,Fire Safety Certificate,
770,MALLIKARJUNASWAMY CLINIC,PCB Certificate,
771,M/s. Raghu Speciality Clinic,Floor Plans,
771,M/s. Raghu Speciality Clinic,Front View Photograph,
771,M/s. Raghu Speciality Clinic,Fire Safety Certificate,
771,M/s. Raghu Speciality Clinic,PCB Certificate,
771,M/s. Raghu Speciality Clinic,Occupancy Certificate,
772,surabhi hospital,Floor Plans,
772,surabhi hospital,Front View Photograph,
772,surabhi hospital,Occupancy Certificate,
772,surabhi hospital,PCB Certificate,16/08/2040
772,surabhi hospital,Fire Safety Certificate,14/08/2025
773,SHREE SAI DIAGNOSTIC SCANINNG CENTRE,Floor Plans,
773,SHREE SAI DIAGNOSTIC SCANINNG CENTRE,Front View Photograph,
773,SHREE SAI DIAGNOSTIC SCANINNG CENTRE,Occupancy Certificate,
773,SHREE SAI DIAGNOSTIC SCANINNG CENTRE,Fire Safety Certificate,
773,SHREE SAI DIAGNOSTIC SCANINNG CENTRE,PCB Certificate,
774,AYANA CLINIC,Floor Plans,
774,AYANA CLINIC,Front View Photograph,
774,AYANA CLINIC,Occupancy Certificate,
774,AYANA CLINIC,Fire Safety Certificate,
774,AYANA CLINIC,PCB Certificate,
775,J C CLINIC,Floor Plans,
775,J C CLINIC,Front View Photograph,
775,J C CLINIC,Occupancy Certificate,
775,J C CLINIC,Fire Safety Certificate,
775,J C CLINIC,PCB Certificate,
776,KARTHIK SCANNING CENTRE,Floor Plans,
776,KARTHIK SCANNING CENTRE,Front View Photograph,
776,KARTHIK SCANNING CENTRE,Fire Safety Certificate,12/08/2022
776,KARTHIK SCANNING CENTRE,PCB Certificate,05/10/2026
776,KARTHIK SCANNING CENTRE,Occupancy Certificate,
778,BENGALURU HOSPITAL,Floor Plans,
778,BENGALURU HOSPITAL,Front View Photograph,
778,BENGALURU HOSPITAL,Fire Safety Certificate,
778,BENGALURU HOSPITAL,PCB Certificate,
778,BENGALURU HOSPITAL,Occupancy Certificate,
779,SRI GIRI CLINIC,Floor Plans,
779,SRI GIRI CLINIC,Front View Photograph,
779,SRI GIRI CLINIC,Occupancy Certificate,
779,SRI GIRI CLINIC,Fire Safety Certificate,
779,SRI GIRI CLINIC,PCB Certificate,
777,SUMUKHA NUFACE CLINIC,Floor Plans,
777,SUMUKHA NUFACE CLINIC,Front View Photograph,
777,SUMUKHA NUFACE CLINIC,Occupancy Certificate,
777,SUMUKHA NUFACE CLINIC,Fire Safety Certificate,
777,SUMUKHA NUFACE CLINIC,PCB Certificate,
780,DR. KARIGOUDAR DIAGNOSTICLABORATORY,Floor Plans,
780,DR. KARIGOUDAR DIAGNOSTICLABORATORY,Front View Photograph,
780,DR. KARIGOUDAR DIAGNOSTICLABORATORY,Occupancy Certificate,
780,DR. KARIGOUDAR DIAGNOSTICLABORATORY,Fire Safety Certificate,
780,DR. KARIGOUDAR DIAGNOSTICLABORATORY,PCB Certificate,
781,Sudha Clinic,Floor Plans,
781,Sudha Clinic,Fire Safety Certificate,
781,Sudha Clinic,Front View Photograph,
781,Sudha Clinic,PCB Certificate,
781,Sudha Clinic,Occupancy Certificate,
783,SKIN CURE,Floor Plans,
783,SKIN CURE,Front View Photograph,
783,SKIN CURE,Occupancy Certificate,
783,SKIN CURE,Fire Safety Certificate,
783,SKIN CURE,PCB Certificate,
784,RAKSHA HOSPITAL,Occupancy Certificate,
784,RAKSHA HOSPITAL,Floor Plans,
784,RAKSHA HOSPITAL,Fire Safety Certificate,
784,RAKSHA HOSPITAL,PCB Certificate,
784,RAKSHA HOSPITAL,Front View Photograph,
785,ANNA CLINIC,Floor Plans,
785,ANNA CLINIC,Front View Photograph,
785,ANNA CLINIC,Occupancy Certificate,
785,ANNA CLINIC,Fire Safety Certificate,
785,ANNA CLINIC,PCB Certificate,
782,ANUGRAHA EYE HOSPITAL,Floor Plans,
782,ANUGRAHA EYE HOSPITAL,Front View Photograph,
782,ANUGRAHA EYE HOSPITAL,Occupancy Certificate,
782,ANUGRAHA EYE HOSPITAL,Fire Safety Certificate,
782,ANUGRAHA EYE HOSPITAL,PCB Certificate,
786,GEETHA NURSING HOME,Floor Plans,
786,GEETHA NURSING HOME,Front View Photograph,
786,GEETHA NURSING HOME,Occupancy Certificate,
786,GEETHA NURSING HOME,Fire Safety Certificate,
786,GEETHA NURSING HOME,PCB Certificate,
787,ASHA DIAGNOSTIC CENTRE,Floor Plans,
787,ASHA DIAGNOSTIC CENTRE,Front View Photograph,
787,ASHA DIAGNOSTIC CENTRE,Occupancy Certificate,
787,ASHA DIAGNOSTIC CENTRE,Fire Safety Certificate,
